genome	contig	protein	gene_number	contig_pos_start	contig_pos_end	frame	is_bin	KEGG_score	METABOLIC_score	Pfam_score	dbCAN_score	PHROG_score	FOAM_score	KEGG_alignment_type	METABOLIC_alignment_type	Pfam_alignment_type	dbCAN_alignment_type	PHROG_alignment_type	FOAM_alignment_type	KEGG_hmm_id	METABOLIC_hmm_id	Pfam_hmm_id	dbCAN_hmm_id	PHROG_hmm_id	FOAM_hmm_id	KEGG_evalue	METABOLIC_evalue	Pfam_evalue	dbCAN_evalue	PHROG_evalue	FOAM_evalue	KEGG_coverage_sequence	METABOLIC_coverage_sequence	Pfam_coverage_sequence	dbCAN_coverage_sequence	PHROG_coverage_sequence	FOAM_coverage_sequence	KEGG_coverage_hmm	METABOLIC_coverage_hmm	Pfam_coverage_hmm	dbCAN_coverage_hmm	PHROG_coverage_hmm	FOAM_coverage_hmm	Pfam_V-score	Pfam_VL-score	KEGG_V-score	KEGG_VL-score	PHROG_V-score	PHROG_VL-score	CAMPER_score	CAMPER_alignment_type	CAMPER_hmm_id	CAMPER_evalue	CAMPER_coverage_sequence	CAMPER_coverage_hmm	gene_length_bases	prot_length_AAs	contig_left_end_dist	contig_right_end_dist	contig_left_end_gene_dist	contig_right_end_gene_dist	contig_avg_KEGG_V-score	contig_avg_Pfam_V-score	contig_avg_PHROG_V-score	contig_avg_KEGG_VL-score	contig_avg_Pfam_VL-score	contig_avg_PHROG_VL-score	circular_contig	window_avg_KEGG_VL-score	window_avg_Pfam_VL-score	window_avg_PHROG_VL-score	window_avg_KEGG_V-score	window_avg_Pfam_V-score	window_avg_PHROG_V-score	candidate_region_id	refined_region_id	viral_region_id	step1_seed_strict_wvl	step1_in_candidate_region	step2_passes_vscore_gate	step2_in_refined_core	step3_bridge_ok	step3_in_walkback_extended	step4_in_snapped_region	step5_in_merged_region	KEGG_viral_left_dist	KEGG_viral_right_dist	Pfam_viral_left_dist	Pfam_viral_right_dist	PHROG_viral_left_dist	PHROG_viral_right_dist	KEGG_MGE_left_dist	KEGG_MGE_right_dist	Pfam_MGE_left_dist	Pfam_MGE_right_dist	PHROG_MGE_left_dist	PHROG_MGE_right_dist	KEGG_V-score_left_MGE	KEGG_V-score_right_MGE	KEGG_VL-score_left_MGE	KEGG_VL-score_right_MGE	Pfam_V-score_left_MGE	Pfam_V-score_right_MGE	Pfam_VL-score_left_MGE	Pfam_VL-score_right_MGE	PHROG_V-score_left_MGE	PHROG_V-score_right_MGE	PHROG_VL-score_left_MGE	PHROG_VL-score_right_MGE	LGBM_viral_prob	Viral_Origin_Confidence
BAr2D2E2F_vRhyme_bin_1	vRhyme_bin_1__BAr2D2E2F_000000009081	vRhyme_bin_1__BAr2D2E2F_000000009081_14	14	8317	9234	-1	true	73.905563		26.887453		97.708755		full		full		full		K03497		PF17762.9		phrog_25613		4e-21		8.7e-7		1.3e-28		0.6339869281045751		0.21568627450980393		0.5228758169934641		0.48857142857142855		0.6568627450980392		0.972972972972973		0.37	1.568201724	10.0	4.484769478	3.19	2.503790683							918	306	8316.0	11772.0	13.0	17.0	10.0	8.04125	7.7299999999999995	4.15069028475	3.412651674125	3.5447131946666666	false	4.147711265999999	3.3011245784000005	3.2585667935	10.0	8.074000000000002	6.595	0	0	0	true	true	false	true	true	true	true	true	NaN	2181.0	402.0	2181.0	NaN	5562.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.3735422	low
BAr2D2E2F_vRhyme_bin_1	vRhyme_bin_1__BAr2D2E2F_000000009081	vRhyme_bin_1__BAr2D2E2F_000000009081_15	15	9287	10039	-1	true																																																	753	251	9286.0	10967.0	14.0	16.0	10.0	8.04125	7.7299999999999995	4.15069028475	3.412651674125	3.5447131946666666	false	4.15069028475	3.435290961	3.5447131946666666	10.0	8.395000000000001	7.7299999999999995	0	0	0	true	true	false	true	true	true	true	true	918.0	1263.0	1320.0	1263.0	NaN	4644.0	NaN	NaN	NaN	NaN	NaN	NaN	10.0	NaN	4.4847693	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.37047678	low
BAr2D2E2F_vRhyme_bin_1	vRhyme_bin_1__BAr2D2E2F_000000009081	vRhyme_bin_1__BAr2D2E2F_000000009081_16	16	10408	10917	-1	true																																																	510	170	10407.0	10089.0	15.0	15.0	10.0	8.04125	7.7299999999999995	4.15069028475	3.412651674125	3.5447131946666666	false	4.15069028475	3.435290961	3.5447131946666666	10.0	8.395000000000001	7.7299999999999995	0	0	0	true	true	false	true	true	true	true	true	1671.0	510.0	2073.0	510.0	NaN	3891.0	NaN	NaN	NaN	NaN	NaN	NaN	10.0	NaN	4.4847693	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.24780066	low
BAr2D2E2F_vRhyme_bin_1	vRhyme_bin_1__BAr2D2E2F_000000009081	vRhyme_bin_1__BAr2D2E2F_000000009081_17	17	11053	11898	1	true	88.793221		52.082363				full		full				K03091		PF04542.21				7.5e-26		8.8e-15				0.8865248226950354		0.22695035460992907				0.361376673040153		0.8732394366197183				10.0	3.730055152	10.0	3.883547879									846	282	11052.0	9108.0	16.0	14.0	10.0	8.04125	7.7299999999999995	4.15069028475	3.412651674125	3.5447131946666666	false	4.15069028475	3.435290961	3.5447131946666666	10.0	8.395000000000001	7.7299999999999995	0	0	0	true	true	true	true	true	true	true	true	2181.0	3381.0	2583.0	846.0	NaN	3381.0	NaN	NaN	NaN	NaN	NaN	NaN	10.0	NaN	4.4847693	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.12644291	low
BAr2D2E2F_vRhyme_bin_1	vRhyme_bin_1__BAr2D2E2F_000000009081	vRhyme_bin_1__BAr2D2E2F_000000009081_18	18	11918	12970	1	true			27.220856						full						PF04545.23						4.2e-7						0.11965811965811966						0.6				10.0	3.735997884											1053	351	11917.0	8036.0	17.0	13.0	10.0	8.04125	7.7299999999999995	4.15069028475	3.412651674125	3.5447131946666666	false	4.15069028475	3.315634421714286	3.5447131946666666	10.0	7.761428571428572	7.7299999999999995	0	0	0	true	true	true	true	true	true	true	true	846.0	2535.0	846.0	2535.0	NaN	2535.0	NaN	NaN	NaN	NaN	NaN	NaN	10.0	NaN	4.4847693	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.29753065	low
BAr2D2E2F_vRhyme_bin_1	vRhyme_bin_1__BAr2D2E2F_000000009081	vRhyme_bin_1__BAr2D2E2F_000000009081_19	19	12799	13359	-1	true																																																	561	187	12798.0	7647.0	18.0	12.0	10.0	8.04125	7.7299999999999995	4.15069028475	3.412651674125	3.5447131946666666	false	4.15069028475	3.315634421714286	3.5447131946666666	10.0	7.761428571428572	7.7299999999999995	0	0	0	true	true	false	true	true	true	true	true	1899.0	1482.0	1053.0	1482.0	NaN	1482.0	NaN	NaN	NaN	NaN	NaN	NaN	10.0	NaN	4.4847693	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.4647152	medium
BAr2D2E2F_vRhyme_bin_1	vRhyme_bin_1__BAr2D2E2F_000000009081	vRhyme_bin_1__BAr2D2E2F_000000009081_20	20	13383	14303	1	true																																																	921	307	13382.0	6703.0	19.0	11.0	10.0	8.04125	7.7299999999999995	4.15069028475	3.412651674125	3.5447131946666666	false	4.15069028475	3.2991057786666667	3.5447131946666666	10.0	7.388333333333333	7.7299999999999995	0	0	0	true	true	false	true	true	true	true	true	2460.0	921.0	1614.0	921.0	NaN	921.0	NaN	NaN	NaN	NaN	NaN	NaN	10.0	NaN	4.4847693	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.46251184	medium
BAr2D2E2F_vRhyme_bin_1	vRhyme_bin_1__BAr2D2E2F_000000009081	vRhyme_bin_1__BAr2D2E2F_000000009081_21	21	14327	15049	1	true	247.715683		151.30217	172.676987	148.459427		full		full	full	full		K07273		PF01183.27	GH25	phrog_291		3.9e-74		7.2e-45	1.9e-51	5.4e-44		0.8506224066390041		0.7634854771784232	0.7634854771784232	0.8257261410788381		0.5359116022099447		1.0	1.0	0.3850687622789784		10.0	4.056561852	10.0	4.074816441	10.0	4.013342904							723	241	14326.0	5957.0	20.0	10.0	10.0	8.04125	7.7299999999999995	4.15069028475	3.412651674125	3.5447131946666666	false	4.039330553666666	3.6452865896000004	4.0651744505	10.0	8.791999999999998	9.999999999999998	0	0	0	true	true	true	true	true	true	true	true	3381.0	723.0	2535.0	723.0	NaN	723.0	NaN	NaN	NaN	NaN	NaN	NaN	10.0	NaN	4.4847693	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.8828444	high
BAr2D2E2F_vRhyme_bin_1	vRhyme_bin_1__BAr2D2E2F_000000009081	vRhyme_bin_1__BAr2D2E2F_000000009081_22	22	15083	15919	1	true	262.180634		190.726501		210.319733		full		full		full		K06223		PF02086.22		phrog_56		2.6e-78		7.4e-57		1.7e-62		0.992831541218638		0.9032258064516129		0.978494623655914		0.458029197080292		1.0		0.401854714064915		10.0	4.106122874	10.0	4.159627341	10.0	4.117005997							837	279	15082.0	5087.0	21.0	9.0	10.0	8.04125	7.7299999999999995	4.15069028475	3.412651674125	3.5447131946666666	false	4.039330553666666	3.6452865896000004	4.0651744505	10.0	8.791999999999998	9.999999999999998	0	0	0	true	true	true	true	true	true	true	true	723.0	NaN	723.0	NaN	723.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	10.0	NaN	4.4847693	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.6008855	medium
BAr2D2E2F_vRhyme_bin_1	vRhyme_bin_1__BAr2D2E2F_000000009081	vRhyme_bin_1__BAr2D2E2F_000000009081_23	23	15976	16128	-1	true																																																	153	51	15975.0	4878.0	22.0	8.0	10.0	8.04125	7.7299999999999995	4.15069028475	3.412651674125	3.5447131946666666	false	4.039330553666666	3.6452865896000004	4.0651744505	10.0	8.791999999999998	9.999999999999998	0			true	true	false	false	true	false	false	false	837.0	NaN	837.0	NaN	837.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	10.0	NaN	4.4847693	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.67402685	medium
BAr2D2E2F_vRhyme_bin_1	vRhyme_bin_1__BAr2D2E2F_000000009081	vRhyme_bin_1__BAr2D2E2F_000000009081_24	24	16125	16517	-1	true																																																	393	131	16124.0	4489.0	23.0	7.0	10.0	8.04125	7.7299999999999995	4.15069028475	3.412651674125	3.5447131946666666	false	4.117221891	3.624094449	4.0651744505	10.0	8.489999999999998	9.999999999999998	0			true	true	false	false	true	false	false	false	990.0	NaN	990.0	NaN	990.0	NaN	NaN	13995.0	NaN	NaN	NaN	14388.0	10.0	NaN	4.4847693	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.5742298	medium
BAr2D2E2F_vRhyme_bin_1	vRhyme_bin_1__BAr2D2E2F_000000009081	vRhyme_bin_1__BAr2D2E2F_000000009081_25	25	16653	16805	1	true																																																	153	51	16652.0	4201.0	24.0	6.0	10.0	8.04125	7.7299999999999995	4.15069028475	3.412651674125	3.5447131946666666	false	4.117221891	3.624094449	4.0651744505	10.0	8.489999999999998	9.999999999999998	0			true	true	false	false	true	false	false	false	1383.0	NaN	1383.0	NaN	1383.0	NaN	NaN	12981.0	NaN	NaN	NaN	13374.0	10.0	NaN	4.4847693	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.6655993	medium
BAr2D2E2F_vRhyme_bin_1	vRhyme_bin_1__BAr2D2E2F_000000009081	vRhyme_bin_1__BAr2D2E2F_000000009081_26	26	16802	17137	1	true																																																	336	112	16801.0	3869.0	25.0	5.0	10.0	8.04125	7.7299999999999995	4.15069028475	3.412651674125	3.5447131946666666	false	4.117221891	3.624094449	4.0651744505	10.0	8.489999999999998	9.999999999999998	0			true	true	false	false	true	false	false	false	1536.0	NaN	1536.0	NaN	1536.0	NaN	NaN	11583.0	NaN	NaN	NaN	11976.0	10.0	NaN	4.4847693	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.67488873	medium
BAr2D2E2F_vRhyme_bin_1	vRhyme_bin_1__BAr2D2E2F_000000009081	vRhyme_bin_1__BAr2D2E2F_000000009081_27	27	17438	17566	-1	true																																																	129	43	17437.0	3440.0	26.0	4.0	10.0	8.04125	7.7299999999999995	4.15069028475	3.412651674125	3.5447131946666666	false	4.117221891	3.5867933040000004	4.0651744505	10.0	7.986666666666665	9.999999999999998	0			true	true	false	false	true	false	false	false	1872.0	NaN	1872.0	NaN	1872.0	NaN	NaN	10878.0	NaN	NaN	NaN	11271.0	10.0	NaN	4.4847693	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.6590505	medium
BAr2D2E2F_vRhyme_bin_1	vRhyme_bin_1__BAr2D2E2F_000000009081	vRhyme_bin_1__BAr2D2E2F_000000009081_28	28	18264	18761	1	true			38.536652						full						PF04116.20						2.8e-10						0.9156626506024096						0.9924242424242424				3.96	2.597695186											498	166	18263.0	2245.0	27.0	3.0	10.0	8.04125	7.7299999999999995	4.15069028475	3.412651674125	3.5447131946666666	false	4.117221891	3.5867933040000004	4.0651744505	10.0	7.986666666666665	9.999999999999998	0			true	true	false	false	true	false	false	false	2001.0	NaN	2001.0	NaN	2001.0	NaN	NaN	10488.0	NaN	NaN	NaN	10881.0	10.0	NaN	4.4847693	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.26378274	low
BAr2D2E2F_vRhyme_bin_1	vRhyme_bin_1__BAr2D2E2F_000000009081	vRhyme_bin_1__BAr2D2E2F_000000009081_29	29	18764	19468	-1	true																																																	705	235	18763.0	1538.0	28.0	2.0	10.0	8.04125	7.7299999999999995	4.15069028475	3.412651674125	3.5447131946666666	false	4.117221891	3.5867933040000004	4.0651744505	10.0	7.986666666666665	9.999999999999998	0			true	true	false	false	true	false	false	false	2499.0	NaN	2499.0	NaN	2499.0	NaN	NaN	10218.0	NaN	NaN	NaN	10611.0	10.0	NaN	4.4847693	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.71782565	medium
BAr2D2E2F_vRhyme_bin_1	vRhyme_bin_1__BAr2D2E2F_000000009081	vRhyme_bin_1__BAr2D2E2F_000000009081_30	30	19568	19960	-1	true																																																	393	131	19567.0	1046.0	29.0	1.0	10.0	8.04125	7.7299999999999995	4.15069028475	3.412651674125	3.5447131946666666	false	4.117221891	3.5867933040000004	4.0651744505	10.0	7.986666666666665	9.999999999999998	0			true	true	false	false	true	false	false	false	3204.0	NaN	3204.0	NaN	3204.0	NaN	NaN	9987.0	NaN	NaN	NaN	10380.0	10.0	NaN	4.4847693	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.5951211	medium
BAr2D2E2F_vRhyme_bin_1	vRhyme_bin_1__BAr2D2E2F_000000009081	vRhyme_bin_1__BAr2D2E2F_000000009081_31	31	20149	21006	1	true					114.837952						full						phrog_2319						1.1e-33						0.8426573426573427						0.543859649122807														858	286	20148.0	0.0	30.0	0.0	10.0	8.04125	7.7299999999999995	4.15069028475	3.412651674125	3.5447131946666666	false	4.117221891	3.5867933040000004	4.0651744505	10.0	7.986666666666665	9.999999999999998	0			true	true	false	false	true	false	false	false	3597.0	NaN	3597.0	NaN	3597.0	NaN	NaN	8793.0	NaN	NaN	NaN	9186.0	10.0	NaN	4.4847693	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.5509693	medium
BAr2D2E2F_vRhyme_bin_1	vRhyme_bin_1__BAr2D2E2F_000000011539	vRhyme_bin_1__BAr2D2E2F_000000011539_1	1	111	398	-1	true																																																	288	96	110.0	14788.0	0.0	33.0	10.0	8.98	10.0	3.5529483099999997	3.5975253379999996	3.213517757	false	3.5529483099999997	3.3055673266666665	3.213517757	10.0	8.64	10.0	0			true	true	false	false	true	false	false	false	NaN	879.0	NaN	879.0	NaN	879.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.75757	medium
