id	V-score	VL-score	db	name
K02425	0.03	0.477121255	KEGG	fliZ; regulator of sigma S factor FliZ
K02430	0.32	1.505149978	KEGG	fucR; DeoR family transcriptional regulator, L-fucose operon activator
K02436	0.29	1.462397998	KEGG	gatR; DeoR family transcriptional regulator, galactitol utilization operon repressor
K02443	0.08	0.903089987	KEGG	glpP; glycerol uptake operon antiterminator
K02444	0.65	1.812913357	KEGG	glpR; DeoR family transcriptional regulator, glycerol-3-phosphate regulon repressor
K02466			KEGG	gutM; glucitol operon activator protein
K02468	0.35	1.544068044	KEGG	srlR, gutR; DeoR family transcriptional regulator, glucitol operon repressor
K02475	10.0	3.200303183	KEGG	K02475; two-component system, CitB family, response regulator
K02476	10.0	3.011993115	KEGG	K02476; two-component system, CitB family, sensor kinase [EC:2.7.13.3]
K02477	10.0	3.315130317	KEGG	K02477; two-component system, LytTR family, response regulator
K02478	1.48	2.170261715	KEGG	K02478; two-component system, LytTR family, sensor kinase [EC:2.7.13.3]
K02479	10.0	3.793301354	KEGG	K02479; two-component system, NarL family, response regulator
K02480	5.12	2.709269961	KEGG	K02480; two-component system, NarL family, sensor kinase [EC:2.7.13.3]
K02481	10.0	3.39375064	KEGG	flgR; two-component system, NtrC family, response regulator
K02482	10.0	3.110926242	KEGG	flgS; two-component system, NtrC family, sensor kinase [EC:2.7.13.3]
K02483	10.0	3.505421328	KEGG	K02483; two-component system, OmpR family, response regulator
K02484	10.0	3.141449773	KEGG	K02484; two-component system, OmpR family, sensor kinase [EC:2.7.13.3]
K02485	10.0	3.438858659	KEGG	rssB, hnr; two-component system, response regulator
K02486	10.0	3.136720567	KEGG	K02486; two-component system, sensor kinase [EC:2.7.13.3]
K02488	10.0	3.409933123	KEGG	pleD; two-component system, cell cycle response regulator [EC:2.7.7.65]
K02489	9.47	2.976349979	KEGG	hk1; two-component system, glycerol uptake and utilization sensor kinase [EC:2.7.13.3]
K02490	10.0	3.379849179	KEGG	spo0F; two-component system, response regulator, stage 0 sporulation protein F
K02491	10.0	3.239549721	KEGG	kinA; two-component system, sporulation sensor kinase A [EC:2.7.13.3]
K02502	1.18	2.071882007	KEGG	hisZ; ATP phosphoribosyltransferase regulatory subunit
K02508	5.01	2.699837726	KEGG	hpaA; AraC family transcriptional regulator, 4-hydroxyphenylacetate 3-monooxygenase operon regulatory protein
K02512	0.01	0.0	KEGG	HRK; activator of apoptosis harakiri
K02515	8.25	2.916453949	KEGG	HSL1; serine/threonine-protein kinase HSL1, negative regulator of Swe1 kinase [EC:2.7.11.-]
K02521	4.05	2.607455023	KEGG	ilvY; LysR family transcriptional regulator, positive regulator for ilvC
K02524			KEGG	K10; DNA binding protein (fs(1)K10, female sterile(1)K10)
K02525	1.23	2.089905111	KEGG	kdgR; LacI family transcriptional regulator, kdg operon repressor
K02529	1.7	2.230448921	KEGG	galR; LacI family transcriptional regulator, galactose operon repressor
K02530	0.3	1.477121255	KEGG	lacR; DeoR family transcriptional regulator, lactose phosphotransferase system repressor
K02531	0.14	1.146128036	KEGG	lacT; transcriptional antiterminator
K02538	0.21	1.322219295	KEGG	manR; mannose operon transcriptional activator
K02546	0.64	1.806179974	KEGG	mecI; BlaI family transcriptional regulator, methicillin resistance regulatory protein
K02553	0.18	1.255272505	KEGG	rraA, menG; regulator of ribonuclease activity A
K02562	0.86	1.934498451	KEGG	mtlR; mannitol operon repressor
K02565	0.27	1.431363764	KEGG	nagC; N-acetylglucosamine repressor
K02584	4.01	2.603144373	KEGG	nifA; Nif-specific regulatory protein
K02589	0.25	1.397940009	KEGG	nifHD1, nifI1; nitrogen regulatory protein PII 1
K02590	0.25	1.397940009	KEGG	nifHD2, nifI2; nitrogen regulatory protein PII 2
K02600	0.29	1.462397998	KEGG	nusA; transcription termination/antitermination protein NusA
K02601	10.0	3.35545152	KEGG	nusG; transcription termination/antitermination protein NusG
K02616	0.02	0.301029996	KEGG	paaX; phenylacetic acid degradation operon negative regulatory protein
K02620	0.06	0.77815125	KEGG	TCF7, TCF-1; transcription factor 7
K02623	4.36	2.639486489	KEGG	pcaQ; LysR family transcriptional regulator, pca operon transcriptional activator
K02624	0.49	1.69019608	KEGG	pcaR; IclR family transcriptional regulator, pca regulon regulatory protein
K02627			KEGG	PDS1; cell cycle regulator
K02646	0.04	0.602059991	KEGG	PHO2; regulatory protein PHO2
K02647	1.33	2.123851641	KEGG	cdaR; carbohydrate diacid regulator
K02649	0.05	0.698970004	KEGG	PIK3R1_2_3; phosphoinositide-3-kinase regulatory subunit alpha/beta/delta
K02657	10.0	3.220369632	KEGG	pilG; twitching motility two-component system response regulator PilG
K02658	10.0	3.352568386	KEGG	pilH; twitching motility two-component system response regulator PilH
K02667	10.0	3.26927939	KEGG	pilR, pehR; two-component system, NtrC family, response regulator PilR
K02668	10.0	3.108903128	KEGG	pilS, pehS; two-component system, NtrC family, sensor histidine kinase PilS [EC:2.7.13.3]
K02688	3.31	2.519827994	KEGG	prpR; transcriptional regulator, propionate catabolism operon regulatory protein
K02825	0.87	1.939519253	KEGG	pyrR; pyrimidine operon attenuation protein / uracil phosphoribosyltransferase [EC:2.4.2.9]
K02854	4.58	2.660865478	KEGG	rhaR; AraC family transcriptional regulator, L-rhamnose operon transcriptional activator RhaR
K02855	5.19	2.715167358	KEGG	rhaS; AraC family transcriptional regulator, L-rhamnose operon regulatory protein RhaS
K03028			KEGG	PSMD2, RPN1; 26S proteasome regulatory subunit N1
K03029	0.01	0.0	KEGG	PSMD4, RPN10; 26S proteasome regulatory subunit N10
K03030	0.01	0.0	KEGG	PSMD14, RPN11, POH1; 26S proteasome regulatory subunit N11
K03031			KEGG	PSMD8, RPN12; 26S proteasome regulatory subunit N12
K03032	0.03	0.477121255	KEGG	PSMD1, RPN2; 26S proteasome regulatory subunit N2
K03033	0.03	0.477121255	KEGG	PSMD3, RPN3; 26S proteasome regulatory subunit N3
K03035			KEGG	PSMD12, RPN5; 26S proteasome regulatory subunit N5
K03036			KEGG	PSMD11, RPN6; 26S proteasome regulatory subunit N6
K03037	0.1	1.0	KEGG	PSMD6, RPN7; 26S proteasome regulatory subunit N7
K03038			KEGG	PSMD7, RPN8; 26S proteasome regulatory subunit N8
K03039			KEGG	PSMD13, RPN9; 26S proteasome regulatory subunit N9
K03057	2.29	2.359835482	KEGG	tfs; transcription factor S
K03061	10.0	3.465680212	KEGG	PSMC2, RPT1; 26S proteasome regulatory subunit T1
K03062	10.0	3.452859336	KEGG	PSMC1, RPT2; 26S proteasome regulatory subunit T2
K03063	10.0	3.472024698	KEGG	PSMC4, RPT3; 26S proteasome regulatory subunit T3
K03064	10.0	3.556784782	KEGG	PSMC6, RPT4; 26S proteasome regulatory subunit T4
K03065	10.0	3.360971884	KEGG	PSMC3, RPT5; 26S proteasome regulatory subunit T5
K03066	10.0	3.51401618	KEGG	PSMC5, RPT6; 26S proteasome regulatory subunit T6
K03086	10.0	3.797682935	KEGG	rpoD; RNA polymerase primary sigma factor
K03087	10.0	3.859618579	KEGG	rpoS; RNA polymerase nonessential primary-like sigma factor
K03088	10.0	3.569139725	KEGG	rpoE; RNA polymerase sigma-70 factor, ECF subfamily
K03089	10.0	3.669316881	KEGG	rpoH; RNA polymerase sigma-32 factor
K03090	10.0	3.78653848	KEGG	sigB; RNA polymerase sigma-B factor
K03091	10.0	3.883547879	KEGG	sigE_F_G; RNA polymerase sigma-E/F/G factor
K03092	0.21	1.322219295	KEGG	rpoN; RNA polymerase sigma-54 factor
K03093	10.0	3.645225712	KEGG	sigI; RNA polymerase sigma-I factor
K03100	2.51	2.399673721	KEGG	lepB; signal peptidase I [EC:3.4.21.89]
K03101	0.19	1.278753601	KEGG	lspA; signal peptidase II [EC:3.4.23.36]
K03104			KEGG	SRP14; signal recognition particle subunit SRP14
K03105			KEGG	SRP19; signal recognition particle subunit SRP19
K03106	0.12	1.079181246	KEGG	SRP54, ffh; signal recognition particle subunit SRP54 [EC:3.6.5.4]
K03107			KEGG	SRP68; signal recognition particle subunit SRP68
K03108	0.12	1.079181246	KEGG	SRP72; signal recognition particle subunit SRP72
K03109			KEGG	SRP9; signal recognition particle subunit SRP9
K03110	0.11	1.041392685	KEGG	ftsY; fused signal recognition particle receptor
K03111	10.0	4.473968441	KEGG	ssb; single-strand DNA-binding protein
K03120	0.51	1.707570176	KEGG	TBP, tbp; transcription initiation factor TFIID TATA-box-binding protein
K03121			KEGG	TFII-I, GTF2I; transcription initiation factor TFII-I
K03122			KEGG	TFIIA1, GTF2A1, TOA1; transcription initiation factor TFIIA large subunit
K03123			KEGG	TFIIA2, GTF2A2, TOA2; transcription initiation factor TFIIA small subunit
K03124	9.7	2.986771734	KEGG	TFIIB, GTF2B, SUA7, tfb; transcription initiation factor TFIIB
K03125	0.03	0.477121255	KEGG	TAF1; transcription initiation factor TFIID subunit 1 [EC:2.3.1.48 2.7.11.1]
K03126	0.12	1.079181246	KEGG	TAF12; transcription initiation factor TFIID subunit 12
K03127	0.02	0.301029996	KEGG	TAF13; transcription initiation factor TFIID subunit 13
K03128	0.09	0.954242509	KEGG	TAF2; transcription initiation factor TFIID subunit 2
K03129			KEGG	TAF4; transcription initiation factor TFIID subunit 4
K03130	2.21	2.344392274	KEGG	TAF5; transcription initiation factor TFIID subunit 5
K03131			KEGG	TAF6; transcription initiation factor TFIID subunit 6
K03132			KEGG	TAF7; transcription initiation factor TFIID subunit 7
K03133			KEGG	TAF9B, TAF9; transcription initiation factor TFIID subunit 9B
K03134			KEGG	TAF10; transcription initiation factor TFIID subunit 10
K03135			KEGG	TAF11; transcription initiation factor TFIID subunit 11
K03136	0.01	0.0	KEGG	TFIIE1, GTF2E1, TFA1, tfe; transcription initiation factor TFIIE subunit alpha
K03137			KEGG	TFIIE2, GTF2E2, TFA2; transcription initiation factor TFIIE subunit beta
K03138	0.21	1.322219295	KEGG	TFIIF1, GTF2F1, TFG1; transcription initiation factor TFIIF subunit alpha
K03139			KEGG	TFIIF2, GTF2F2, TFG2; transcription initiation factor TFIIF subunit beta [EC:5.6.2.-]
K03140			KEGG	TAF14; transcription initiation factor TFIID/TFIIF subunit
K03141			KEGG	TFIIH1, GTF2H1, TFB1; transcription initiation factor TFIIH subunit 1
K03142	0.01	0.0	KEGG	TFIIH2, GTF2H2, SSL1; transcription initiation factor TFIIH subunit 2
K03143			KEGG	TFIIH3, GTF2H3, TFB4; transcription initiation factor TFIIH subunit 3
K03144			KEGG	TFIIH4, GTF2H4, TFB2; transcription initiation factor TFIIH subunit 4
K03145	8.28	2.918030337	KEGG	TFIIS; transcription elongation factor S-II
K03402	0.08	0.903089987	KEGG	argR, ahrC; transcriptional regulator of arginine metabolism
K03407	0.86	1.934498451	KEGG	cheA; two-component system, chemotaxis family, sensor kinase CheA [EC:2.7.13.3]
K03412	10.0	3.090963077	KEGG	cheB; two-component system, chemotaxis family, protein-glutamate methylesterase/glutaminase [EC:3.1.1.61 3.5.1.44]
K03413	10.0	3.386142109	KEGG	cheY; two-component system, chemotaxis family, chemotaxis protein CheY
K03415	9.95	2.997823081	KEGG	cheV; two-component system, chemotaxis family, chemotaxis protein CheV
K03420	10.0	3.758987547	KEGG	psmR; proteasome regulatory subunit
K03435	1.44	2.158362492	KEGG	fruR1, fruR; LacI family transcriptional regulator, fructose operon transcriptional repressor
K03436	0.63	1.799340549	KEGG	fruR2, fruR; DeoR family transcriptional regulator, fructose operon transcriptional repressor
K03456	0.16	1.204119983	KEGG	PPP2R1; serine/threonine-protein phosphatase 2A regulatory subunit A
K03477	0.24	1.380211242	KEGG	ulaR; DeoR family transcriptional regulator, ulaG and ulaABCDEF operon transcriptional repressor
K03480	0.17	1.230448921	KEGG	glcT; transcriptional antiterminator
K03481	0.78	1.892094603	KEGG	glvR; RpiR family transcriptional regulator, glv operon transcriptional regulator
K03482	10.0	3.106870544	KEGG	yidP; GntR family transcriptional regulator, glv operon transcriptional regulator
K03483	0.28	1.447158031	KEGG	mtlR; mannitol operon transcriptional activator
K03484	1.49	2.173186268	KEGG	scrR; LacI family transcriptional regulator, sucrose operon repressor
K03485	0.88	1.944482672	KEGG	treR; LacI family transcriptional regulator, trehalose operon repressor
K03486	10.0	3.089198367	KEGG	treR2, treR; GntR family transcriptional regulator, trehalose operon transcriptional repressor
K03487	1.15	2.06069784	KEGG	ascG; LacI family transcriptional regulator, asc operon repressor
K03488	0.21	1.322219295	KEGG	licT, bglG; beta-glucoside operon transcriptional antiterminator
K03489	10.0	3.005609445	KEGG	yydK; GntR family transcriptional regulator, transcriptional regulator of bglA
K03490	5.35	2.728353782	KEGG	chbR, celD; AraC family transcriptional regulator, dual regulator of chb operon
K03491	0.39	1.591064607	KEGG	licR; probable licABCH operon transcriptional regulator
K03492	10.0	3.100370545	KEGG	gmuR; GntR family transcriptional regulator, regulator of glucomannan utilization
K03493	0.05	0.698970004	KEGG	bglG1; transcriptional antiterminator
K03497	10.0	4.484769478	KEGG	parB, spo0J; ParB family transcriptional regulator, chromosome partitioning protein
K03507	0.3	1.477121255	KEGG	DPB11; DNA replication regulator DPB11
K03524	0.17	1.230448921	KEGG	birA; BirA family transcriptional regulator, biotin operon repressor / biotin---[acetyl-CoA-carboxylase] ligase [EC:6.3.4.15]
K03530	10.0	3.553883027	KEGG	hupB; DNA-binding protein HU-beta
K03533	0.04	0.602059991	KEGG	torD; TorA specific chaperone
K03556	10.0	3.541454429	KEGG	malT; LuxR family transcriptional regulator, maltose regulon positive regulatory protein
K03557	3.35	2.525044807	KEGG	fis; Fis family transcriptional regulator, factor for inversion stimulation protein
K03563	10.0	3.382017043	KEGG	csrA; carbon storage regulator
K03565	0.36	1.556302501	KEGG	recX; regulatory protein
K03566	4.52	2.655138435	KEGG	gcvA; LysR family transcriptional regulator, glycine cleavage system transcriptional activator
K03567	0.08	0.903089987	KEGG	gcvR; glycine cleavage system transcriptional repressor
K03576	4.27	2.630427875	KEGG	metR; LysR family transcriptional regulator, regulator for metE and metH
K03577	2.17	2.336459734	KEGG	acrR, smeT; TetR/AcrR family transcriptional regulator, acrAB operon repressor
K03597	0.02	0.301029996	KEGG	rseA; sigma-E factor negative regulatory protein RseA
K03598	0.02	0.301029996	KEGG	rseB; sigma-E factor negative regulatory protein RseB
K03603	1.9	2.278753601	KEGG	fadR; GntR family transcriptional regulator, negative regulator for fad regulon and positive regulator of fabA
K03604	1.64	2.214843848	KEGG	purR; LacI family transcriptional regulator, purine nucleotide synthesis repressor
K03622	0.33	1.51851394	KEGG	albA, sso10b; DNA/RNA-binding protein Alba
K03624	0.78	1.892094603	KEGG	greA; transcription elongation factor GreA
K03625	0.08	0.903089987	KEGG	nusB; transcription antitermination protein NusB
K03627	10.0	3.400019635	KEGG	MBF1; putative transcription factor
K03628	0.17	1.230448921	KEGG	rho; transcription termination factor Rho
K03686	10.0	3.561339941	KEGG	dnaJ; molecular chaperone DnaJ
K03687	0.57	1.755874856	KEGG	GRPE; molecular chaperone GrpE
K03705	0.21	1.322219295	KEGG	hrcA; heat-inducible transcriptional repressor
K03706	0.34	1.531478917	KEGG	codY; transcriptional pleiotropic repressor
K03707	0.09	0.954242509	KEGG	tenA; thiaminase (transcriptional activator TenA) [EC:3.5.99.2]
K03708	0.08	0.903089987	KEGG	ctsR; transcriptional regulator of stress and heat shock response
K03709	0.36	1.556302501	KEGG	troR, sirR, scaR, mntR; DtxR family transcriptional regulator, Mn-dependent transcriptional regulator
K03710	10.0	3.184975191	KEGG	K03710; GntR family transcriptional regulator
K03711	0.47	1.672097858	KEGG	fur, zur, furB; Fur family transcriptional regulator, ferric uptake regulator
K03712	4.62	2.664641976	KEGG	marR; MarR family transcriptional regulator, multiple antibiotic resistance protein MarR
K03713	1.33	2.123851641	KEGG	glnR; MerR family transcriptional regulator, glutamine synthetase repressor
K03717	4.11	2.613841822	KEGG	nhaR; LysR family transcriptional regulator, transcriptional activator of nhaA
K03718	0.72	1.857332496	KEGG	asnC; Lrp/AsnC family transcriptional regulator, regulator for asnA, asnC and gidA
K03719	0.46	1.662757832	KEGG	lrp; Lrp/AsnC family transcriptional regulator, leucine-responsive regulatory protein
K03720	0.02	0.301029996	KEGG	trpR; TrpR family transcriptional regulator, trp operon repressor
K03721	3.31	2.519827994	KEGG	tyrR; transcriptional regulator of aroF, aroG, tyrA and aromatic amino acid transport
K03723	1.5	2.176091259	KEGG	mfd; transcription-repair coupling factor (superfamily II helicase) [EC:5.6.2.4]
K03746	5.66	2.752816431	KEGG	hns; DNA-binding protein H-NS
K03755	1.81	2.257678575	KEGG	adiY; AraC family transcriptional regulator, transcriptional activator of adiA
K03764			KEGG	metJ; MetJ family transcriptional regulator, methionine regulon repressor
K03765	2.77	2.442479769	KEGG	cadC; transcriptional activator of cad operon
K03803	0.02	0.301029996	KEGG	rseC; sigma-E factor negative regulatory protein RseC
K03892	3.42	2.534026106	KEGG	arsR; ArsR family transcriptional regulator, arsenate/arsenite/antimonite-responsive transcriptional repressor
K03925	0.17	1.230448921	KEGG	mraZ; transcriptional regulator MraZ
K03974	2.44	2.387389826	KEGG	pspF; psp operon transcriptional activator
K03982	1.25	2.096910013	KEGG	SERPINE1, PAI1; plasminogen activator inhibitor 1
K03985	0.01	0.0	KEGG	PLAUR, CD87; plasminogen activator, urokinase receptor
K04033	2.93	2.46686762	KEGG	eutR; AraC family transcriptional regulator, ethanolamine operon transcriptional activator
K04043	8.96	2.95230801	KEGG	dnaK, HSPA9; molecular chaperone DnaK
K04044	8.91	2.949877704	KEGG	hscA; molecular chaperone HscA
K04045	8.84	2.946452265	KEGG	hscC; molecular chaperone HscC
K04046	8.65	2.937016107	KEGG	yegD; hypothetical chaperone protein
K04047	10.0	3.242292905	KEGG	dps; starvation-inducible DNA-binding protein
K04077	10.0	3.666517981	KEGG	groEL, HSPD1, HSP60, CPN60; chaperonin GroEL [EC:5.6.1.7]
K04078	10.0	3.910143961	KEGG	groES, HSPE1; chaperonin GroES
K04079	7.29	2.862727528	KEGG	HSP90A, htpG; molecular chaperone HtpG
K04080	10.0	3.428134794	KEGG	ibpA; molecular chaperone IbpA
K04081	10.0	3.42373725	KEGG	ibpB; molecular chaperone IbpB
K04082	1.75	2.243038049	KEGG	hscB, HSCB, HSC20; molecular chaperone HscB
K04083	0.04	0.602059991	KEGG	hslO; molecular chaperone Hsp33
K04333	10.0	3.1752218	KEGG	csgD; LuxR family transcriptional regulator, csgAB operon transcriptional regulatory protein
K04354	0.02	0.301029996	KEGG	PPP2R2; serine/threonine-protein phosphatase 2A regulatory subunit B
K04374			KEGG	ATF4, CREB2; cyclic AMP-dependent transcription factor ATF-4
K04378			KEGG	SRF; serum response factor
K04405			KEGG	ECSIT; evolutionarily conserved signaling intermediate in Toll pathway
K04448	0.03	0.477121255	KEGG	JUN; transcription factor AP-1
K04449	0.02	0.301029996	KEGG	JUND; transcription factor jun-D
K04450	0.07	0.84509804	KEGG	ATF2, CREBP1; cyclic AMP-dependent transcription factor ATF-2
K04454			KEGG	MEF2C; MADS-box transcription enhancer factor 2C
K04462	1.0	2.0	KEGG	MECOM, EVI1, PRDM3; [histone H3]-lysine9 N-methyltransferase (ecotropic virus integration site 1 protein) [EC:2.1.1.367]
K04469	10.0	3.15715444	KEGG	NFKB2; nuclear factor of kappa light polypeptide gene enhancer in B-cells 2
K04490	0.04	0.602059991	KEGG	TCF7L1; transcription factor 7-like 1
K04491	0.02	0.301029996	KEGG	TCF7L2; transcription factor 7-like 2
K04492	0.03	0.477121255	KEGG	LEF1; lymphoid enhancer-binding factor 1
K04494	10.0	3.981999714	KEGG	CHD8, HELSNF1; chromodomain helicase DNA binding protein 8 [EC:5.6.2.-]
K04495	0.09	0.954242509	KEGG	SOX17; transcription factor SOX17 (SOX group F)
K04512	0.15	1.176091259	KEGG	DAAM; dishevelled associated activator of morphogenesis
K04532	0.71	1.851258349	KEGG	NAE1, APPBP1; NEDD8-activating enzyme E1 regulatory subunit
K04569	3.94	2.595496222	KEGG	CCS; copper chaperone for superoxide dismutase
K04570	0.12	1.079181246	KEGG	BCL2L1, bcl-xL; Bcl-2-like 1 (apoptosis regulator Bcl-X)
K04643	1.64	2.214843848	KEGG	sop; sensory rhodopsin
K04650	0.01	0.0	KEGG	NCOR1, N-CoR; nuclear receptor co-repressor 1
K04680			KEGG	ID1; DNA-binding protein inhibitor ID1
K04682			KEGG	E2F4_5; transcription factor E2F4/5
K04683			KEGG	TFDP1; transcription factor Dp-1
K04684	0.2	1.301029996	KEGG	SP1; transcription factor Sp1
K04686	0.01	0.0	KEGG	PITX2; paired-like homeodomain transcription factor 2
K04692			KEGG	STAT3; signal transducer and activator of transcription 3
K04693	0.23	1.361727836	KEGG	IRF9, ISGF3G, P48; interferon regulatory factor 9
K04694	0.02	0.301029996	KEGG	SOCS1, JAB; suppressor of cytokine signaling 1
K04695	0.03	0.477121255	KEGG	SOCS2, CIS2; suppressor of cytokine signaling 2
K04696	0.02	0.301029996	KEGG	SOCS3, CIS3; suppressor of cytokine signaling 3
K04697	0.02	0.301029996	KEGG	SOCS4; suppressor of cytokine signaling 4
K04698	0.01	0.0	KEGG	SOCS5; suppressor of cytokine signaling 5
K04699	0.03	0.477121255	KEGG	SOCS6_7; suppressor of cytokine signaling 6/7
K04705	0.07	0.84509804	KEGG	STAM; signal transducing adaptor molecule
K04724	0.15	1.176091259	KEGG	CFLAR, FLIP; CASP8 and FADD-like apoptosis regulator
K04729	0.04	0.602059991	KEGG	MYD88; myeloid differentiation primary response protein MyD88
K04735			KEGG	RELA; transcription factor p65
K04739	0.48	1.681241237	KEGG	PRKAR; cAMP-dependent protein kinase regulator
K04749	0.77	1.886490725	KEGG	rsbV; anti-sigma B factor antagonist
K04751	0.26	1.414973348	KEGG	glnB; nitrogen regulatory protein P-II 1
K04752	0.26	1.414973348	KEGG	glnK; nitrogen regulatory protein P-II 2
K04760	0.65	1.812913357	KEGG	greB; transcription elongation factor GreB
K04761	4.41	2.644438589	KEGG	oxyR; LysR family transcriptional regulator, hydrogen peroxide-inducible genes activator
K04769	10.0	3.011993115	KEGG	spoVT; AbrB family transcriptional regulator, stage V sporulation protein T
K05027	1.87	2.271841607	KEGG	CLCA1; calcium-activated chloride channel regulator 1
K05028	0.5	1.698970004	KEGG	CLCA2; calcium-activated chloride channel regulator 2
K05030	3.22	2.507855872	KEGG	CLCA3_4; calcium-activated chloride channel regulator 3/4
K05031	10.0	3.201123897	KEGG	CFTR, ABCC7; cystic fibrosis transmembrane conductance regulator [EC:5.6.1.6]
K05060	6.59	2.818885415	KEGG	IL6ST, GP130, CD130; interleukin 6 signal transducer
K05311	0.06	0.77815125	KEGG	cggR; central glycolytic genes regulator
K05346	0.32	1.505149978	KEGG	deoR; deoxyribonucleoside regulator
K05372	3.78	2.5774918	KEGG	ybtA; AraC family transcriptional regulator
K05373	0.47	1.672097858	KEGG	ybtX, irp8; MFS transporter, putative signal transducer
K05411	0.09	0.954242509	KEGG	IRF3; interferon regulatory factor 3
K05499	1.65	2.217483944	KEGG	cytR; LacI family transcriptional regulator, repressor for deo operon, udp, cdd, tsx, nupC, and nupG
K05501	0.57	1.755874856	KEGG	slmA, ttk; TetR/AcrR family transcriptional regulator
K05516	10.0	3.559786968	KEGG	cbpA; curved DNA-binding protein
K05519	0.95	1.977723605	KEGG	med; transcriptional activator of comK gene
K05527	0.01	0.0	KEGG	bolA; BolA family transcriptional regulator, general stress-responsive regulator
K05596	3.48	2.541579244	KEGG	argP, iciA; LysR family transcriptional regulator, arginine and lysine transport system/DNA replication regulator
K05732			KEGG	ARHGAP35, GRLF1; glucocorticoid receptor DNA-binding factor 1
K05785	10.0	3.399327532	KEGG	rfaH; transcriptional antiterminator RfaH
K05787	10.0	3.522835314	KEGG	hupA; DNA-binding protein HU-alpha
K05789	0.09	0.954242509	KEGG	wzzB; chain length determinant protein (polysaccharide antigen chain regulator)
K05798	2.0	2.301029996	KEGG	leuO; LysR family transcriptional regulator, transcriptional activator for leuABCD operon
K05799	10.0	3.140193679	KEGG	pdhR; GntR family transcriptional regulator, transcriptional repressor for pyruvate dehydrogenase complex
K05800	0.43	1.633468456	KEGG	decR, cyuR; Lrp/AsnC family transcriptional regulator, cysteine-sensing transcriptional activator
K05801	10.0	3.467312063	KEGG	djlA; DnaJ like chaperone protein
K05804	3.8	2.579783597	KEGG	rob; AraC family transcriptional regulator, mar-sox-rob regulon activator
K05817	4.27	2.630427875	KEGG	hcaR; LysR family transcriptional regulator, hca operon transcriptional activator
K05818	0.92	1.963787827	KEGG	mhpR; IclR family transcriptional regulator, mhp operon transcriptional activator
K05836	10.0	3.124504225	KEGG	hutC; GntR family transcriptional regulator, histidine utilization repressor
K05874	3.3	2.51851394	KEGG	tsr; methyl-accepting chemotaxis protein I, serine sensor receptor
K05875	3.13	2.495544338	KEGG	tar; methyl-accepting chemotaxis protein II, aspartate sensor receptor
